word,meaning,pos,"example","example_ko","example2","example2_ko","collocation","collocation_ko",level,synonym
rescind,철회하다,v,"The company decided to rescind the job offer.","그 회사는 채용 제안을 철회하기로 했다.","","","rescind an offer","제안을 철회하다",5,
obligatory,의무적인/필수의,adj,"Attendance at the meeting is obligatory for all staff.","그 회의 참석은 전 직원에게 의무적이다.","","","obligatory attendance","의무적인 참석",3,
offhand,준비 없이/즉석에서,adj,"He gave an offhand answer without much thought.","그는 별 생각 없이 즉석에서 대답했다.","","","offhand remark","즉흥적인 발언",4,
opaquely,불투명하게,adv,"The report was written opaquely, hiding key details.","그 보고서는 핵심 세부 사항을 숨긴 채 불투명하게 작성되었다.","","","","",5,
oppressive,억압적인/답답한,adj,"The heat in the room was oppressive.","그 방의 더위는 숨이 막힐 정도였다.","","","oppressive regime","억압적인 정권",3,
oust,내쫓다,v,"The board voted to oust the CEO.","이사회는 CEO를 내쫓기로 표결했다.","","","oust from power","권좌에서 몰아내다",4,
outright,솔직한/노골적인,adj,"He gave an outright refusal to the offer.","그는 그 제안을 대놓고 거절했다.","","","outright ban","전면적인 금지",3,
outward,밖으로/겉으로,adv,"She remained calm, at least on the outward appearance.","그녀는 적어도 겉으로는 침착함을 유지했다.","Outward, the company appeared stable, but internally it was struggling.","겉으로는 그 회사가 안정적으로 보였지만 내부적으로는 어려움을 겪고 있었다.","outward appearance","겉모습(외견)",2,externally
panacea,만병통치약,n,"There is no single panacea for the economy's problems.","경제 문제에 대한 단일한 만병통치약은 없다.","","","no panacea","만병통치약은 아니다",5,
parallel,평행시키다,v,"The new policy parallels one used in another country.","새 정책은 다른 나라에서 시행된 정책과 유사하다.","","","","",3,
partake,참가하다,v,"Guests were invited to partake in the celebration.","손님들은 그 축하 행사에 참여하도록 초대받았다.","","","partake in","~에 참가하다",3,
patent,특허,n,"The inventor filed a patent for his new device.","그 발명가는 자신의 새 장치에 대해 특허를 출원했다.","","","file a patent","특허를 출원하다",3,
patron,단골손님/후원자,n,"The museum thanked its longtime patrons.","박물관은 오랜 후원자들에게 감사를 표했다.","","","patron saint","수호성인",3,
peculiar,별난,adj,"There was something peculiar about his behavior.","그의 행동에는 뭔가 별난 점이 있었다.","There was a peculiar smell coming from the basement.","지하실에서 별난 냄새가 나고 있었다.","peculiar habit","별난 습관",2,odd
perennial,지속되는/영원한,adj,"Traffic is a perennial problem in this city.","교통 체증은 이 도시의 고질적인 문제다.","","","perennial problem","만성적인 문제",4,
unremitting,꾸준한,adj,"She showed unremitting dedication to her work.","그녀는 자신의 일에 꾸준한 헌신을 보였다.","","","unremitting effort","꾸준한 노력",5,
perilous,위험한,adj,"They made a perilous journey across the mountains.","그들은 산맥을 가로지르는 위험한 여정을 떠났다.","","","perilous journey","위험한 여정",3,
perish,죽다/소멸하다,v,"Many soldiers perished in the harsh winter.","많은 병사들이 혹독한 겨울에 목숨을 잃었다.","","","perish in the disaster","재해로 죽다",3,
perjury,위증,n,"He was charged with perjury for lying under oath.","그는 선서 후 거짓말을 해 위증죄로 기소되었다.","","","commit perjury","위증하다",4,
perpendicular,수직의,adj,"The two walls meet at a perpendicular angle.","두 벽은 수직으로 만난다.","","","perpendicular line","수직선",3,
petition,탄원(서),n,"Thousands signed the petition to save the park.","수천 명이 그 공원을 지키기 위한 탄원서에 서명했다.","","","sign a petition","탄원서에 서명하다",3,
tumble,빠르게 하락하다,v,"Stock prices tumbled after the announcement.","발표 이후 주가가 급격히 하락했다.","","","prices tumble","가격이 급락하다",3,
plunder,약탈하다,v,"Soldiers plundered the village during the war.","병사들은 전쟁 중에 그 마을을 약탈했다.","","","plunder resources","자원을 약탈하다",4,
predilection,매우 좋아함,n,"He has a predilection for spicy food.","그는 매운 음식을 유난히 좋아한다.","","","predilection for","~에 대한 편애",5,
preference,선호,n,"Her preference is always for tea over coffee.","그녀는 항상 커피보다 차를 선호한다.","Employees were asked about their preference for remote or office work.","직원들은 재택근무와 사무실 근무 중 선호를 질문받았다.","personal preference","개인적 취향",2,liking
preoccupy,열중케 하다,v,"Work worries preoccupied her all weekend.","업무에 대한 걱정이 주말 내내 그녀의 마음을 사로잡았다.","","","preoccupy one's mind","마음을 온통 사로잡다",4,
prerogative,특권,n,"It's the manager's prerogative to make the final call.","최종 결정을 내리는 것은 매니저의 특권이다.","","","royal prerogative","왕의 특권",4,
pretentious,허세 부리는,adj,"His pretentious remarks annoyed the other guests.","그의 허세 부리는 발언이 다른 손님들을 짜증나게 했다.","","","pretentious language","허세 부리는 언어",4,
primate,영장류,n,"Chimpanzees are among the most intelligent primates.","침팬지는 가장 지능이 높은 영장류 중 하나다.","","","non-human primate","인간이 아닌 영장류",3,
pristine,완전 새 것 같은,adj,"The hotel room was left in pristine condition.","그 호텔 방은 새것 같은 상태로 남아 있었다.","","","pristine condition","완전 새 것 같은 상태",3,
untarnished,더러움이 없는,adj,"Her reputation remained untarnished despite the rumors.","그녀의 명성은 소문에도 불구하고 흠 없이 유지되었다.","","","untarnished reputation","흠 없는 명성",5,
probe,조사,n,"Investigators launched a probe into the accident.","수사관들은 그 사고에 대한 조사에 착수했다.","","","launch a probe","조사에 착수하다",3,
proclaim,선언하다,v,"The king proclaimed a national holiday.","왕은 국경일을 선포했다.","","","proclaim independence","독립을 선언하다",3,
prodigy,천재/신동,n,"She was a musical prodigy at the age of six.","그녀는 여섯 살에 음악 신동이었다.","","","child prodigy","신동",3,
prolong,연장시키다,v,"The medicine helped prolong the patient's life.","그 약은 환자의 생명을 연장하는 데 도움이 되었다.","Refrigeration helps prolong the freshness of vegetables.","냉장 보관은 채소의 신선도를 연장시키는 데 도움이 된다.","prolong life","생명을 연장하다",2,extend
promulgate,공포하다,v,"The new law was promulgated last month.","새 법은 지난달에 공포되었다.","","","promulgate a law","법을 공포하다",5,
proposition,제의/건의,n,"The salesman made an attractive proposition.","그 영업사원은 매력적인 제안을 했다.","","","business proposition","사업 제안",3,
prosecute,기소하다,v,"The state decided to prosecute the case in full.","검찰은 그 사건을 철저히 기소하기로 했다.","","","prosecute a criminal","범죄자를 기소하다",3,
protagonist,주인공,n,"The protagonist faces many challenges in the story.","그 이야기에서 주인공은 많은 어려움에 직면한다.","The protagonist must choose between loyalty and ambition.","그 주인공은 충성심과 야망 사이에서 선택해야 한다.","the protagonist of the story","이야기의 주인공",2,hero
protract,연장하다,v,"The negotiations were protracted for several weeks.","그 협상은 몇 주 동안 길게 늘어졌다.","","","protracted battle","장기화된 싸움",4,
proxy,대리인/대용물,n,"She voted by proxy since she couldn't attend in person.","그녀는 직접 참석할 수 없어서 대리로 투표했다.","","","by proxy","대리로",4,
pseudonym,필명,n,"The author wrote under a pseudonym for years.","그 작가는 수년간 필명으로 글을 썼다.","","","write under a pseudonym","필명으로 쓰다",3,
rapport,관계/친밀감,n,"The teacher built a strong rapport with her students.","그 교사는 학생들과 강한 유대감을 쌓았다.","","","build rapport","친밀감을 쌓다",3,
ratify,승인하다/비준하다,v,"The senate voted to ratify the treaty.","상원은 그 조약을 비준하기로 표결했다.","","","ratify a treaty","조약을 비준하다",4,
rationale,(결정의) 이유,n,"She explained the rationale behind her decision.","그녀는 자신의 결정 이면의 이유를 설명했다.","","","the rationale behind","~의 근거(이유)",3,
redeem,상쇄하다/상품으로 교환하다,v,"Customers can redeem the points for a free coffee.","고객은 포인트를 무료 커피로 교환할 수 있다.","","","redeem points","포인트를 교환하다",3,
redress,(잘못된 점을) 바로잡다,v,"The court sought to redress the injustice.","법원은 그 부당함을 바로잡으려 했다.","","","seek redress","배상을 구하다",5,
referendum,국민투표,n,"The country held a referendum on the new policy.","그 나라는 새 정책에 대한 국민투표를 실시했다.","","","hold a referendum","국민투표를 실시하다",3,
refurbish,새로 꾸미다/재단장하다,v,"The old theater was recently refurbished.","그 오래된 극장은 최근 재단장되었다.","","","refurbish a building","건물을 재단장하다",3,
revitalize,새로운 활력을 주다,v,"The festival helped revitalize the small town.","그 축제는 작은 마을에 새로운 활력을 불어넣는 데 도움이 되었다.","","","revitalize the economy","경제에 활력을 불어넣다",3,
regimen,식이 요법,n,"The athlete followed a strict training regimen.","그 운동선수는 엄격한 훈련 요법을 따랐다.","","","exercise regimen","운동 요법",4,
reiterate,되풀이하다/반복하다,v,"The manager reiterated the importance of deadlines.","매니저는 마감일의 중요성을 다시 한번 강조했다.","","","reiterate a point","요점을 반복하다",3,
recapitulate,개요를 말하다,v,"Let me recapitulate the main points before we finish.","마치기 전에 주요 요점을 다시 정리해 보겠습니다.","","","recapitulate the main points","요점을 개괄하다",4,
rejuvenate,젊어지게 하다,v,"The vacation left her feeling completely rejuvenated.","그 휴가는 그녀에게 완전히 활력을 되찾은 느낌을 주었다.","","","rejuvenate the skin","피부를 젊어지게 하다",3,
relegate,맡기다/좌천시키다,v,"The task was relegated to a junior staff member.","그 업무는 하급 직원에게 넘겨졌다.","","","relegate to","~로 좌천시키다(격하시키다)",4,
reminiscent,상기시키는,adj,"The old song was reminiscent of her childhood.","그 오래된 노래는 그녀의 어린 시절을 떠올리게 했다.","","","reminiscent of","~을 연상시키는",3,
rendition,연주/(용의자) 인도,n,"The singer gave a moving rendition of the classic song.","그 가수는 그 고전 곡을 감동적으로 연주했다.","","","rendition of a song","노래의 연주(해석)",4,
repression,억제/억압,n,"Years of repression finally led to protests.","수년간의 억압은 결국 시위로 이어졌다.","","","political repression","정치적 억압",4,
reproach,비난하다,v,"She reproached him for arriving so late.","그녀는 그가 너무 늦게 도착한 것에 대해 나무랐다.","","","beyond reproach","나무랄 데 없는",4,
resentful,화난/분개한,adj,"He felt resentful about being passed over for promotion.","그는 승진에서 밀려난 것에 대해 분개했다.","","","resentful of","~에 분개하는",3,
supple,유연한/탄력 있는,adj,"Regular stretching keeps the muscles supple.","규칙적인 스트레칭은 근육을 유연하게 유지시켜 준다.","","","supple leather","유연한 가죽",4,
restoration,복원,n,"The restoration of the old building took two years.","그 오래된 건물의 복원은 2년이 걸렸다.","The restoration of the painting revealed colors hidden for centuries.","그 그림의 복원은 수백 년간 숨겨져 있던 색채를 드러냈다.","art restoration","미술품 복원",2,repair
retard,늦추다,v,"The drug is designed to retard the spread of the disease.","그 약은 질병의 확산을 늦추도록 설계되었다.","","","retard growth","성장을 늦추다",4,
retention,보유/보존,n,"The company focused on improving customer retention.","그 회사는 고객 유지율을 높이는 데 주력했다.","","","memory retention","기억력 보유(유지)",3,
retort,반박하다/대꾸하다,v,"""That's not true,"" she retorted sharply.","""그건 사실이 아니야,"" 그녀는 날카롭게 쏘아붙였다.","","","retort sharply","날카롭게 대꾸하다",4,
retrieve,되찾아오다/회수하다,v,"He retrieved his lost wallet from the lost and found.","그는 분실물 보관소에서 잃어버린 지갑을 되찾았다.","The dog was trained to retrieve the newspaper every morning.","그 개는 매일 아침 신문을 물어오도록 훈련받았다.","retrieve data","데이터를 검색(복구)하다",2,recover
revamp,개선하다,v,"The company plans to revamp its entire website.","그 회사는 웹사이트 전체를 개편할 계획이다.","","","revamp the system","시스템을 개편하다",3,
revert,되돌아가다,v,"After the trial period, prices reverted to normal.","체험 기간이 끝난 후 가격은 원래대로 돌아갔다.","","","revert to","~로 되돌아가다",3,
revulsion,격변/혐오감,n,"She felt a wave of revulsion at the sight of the wound.","그녀는 그 상처를 보고 강한 혐오감을 느꼈다.","","","feel revulsion","혐오감을 느끼다",5,
rift,균열/격차,n,"The disagreement created a rift between the two friends.","그 의견 차이는 두 친구 사이에 균열을 만들었다.","","","widening rift","점점 벌어지는 균열",4,
rigid,단단한/엄격한,adj,"The company has a rigid dress code.","그 회사는 엄격한 복장 규정을 가지고 있다.","","","rigid rules","엄격한 규칙",3,
rudimentary,초보의/원리의,adj,"He has only a rudimentary knowledge of French.","그는 프랑스어에 대해 아주 기초적인 지식만 가지고 있다.","","","rudimentary knowledge","기초적인 지식",4,
sabotage,파괴 행위,n,"Investigators suspected sabotage caused the fire.","수사관들은 그 화재가 고의적인 파괴 행위 때문이라고 의심했다.","","","act of sabotage","파괴 행위",4,
salvage,구조하다/구하다,v,"Crews worked to salvage what remained after the fire.","작업자들은 화재 후 남은 것을 구하기 위해 애썼다.","","","salvage operation","구조 작업",4,
satire,풍자/비꼼,n,"The show is a satire of modern politics.","그 쇼는 현대 정치를 풍자한 것이다.","","","political satire","정치 풍자",4,
savagely,잔인하게,adv,"The critic savagely attacked the new film.","그 평론가는 새 영화를 잔인하게 혹평했다.","","","attacked savagely","잔인하게 공격당한",4,
savor,음미하다,v,"She savored every bite of the dessert.","그녀는 디저트의 한 입 한 입을 음미했다.","","","savor the moment","순간을 음미하다",3,
savvy,요령 있는,adj,"She is a savvy investor who reads the market well.","그녀는 시장을 잘 읽는 요령 있는 투자자다.","","","tech-savvy","기술에 정통한",3,
score,악보,n,"The pianist studied the score before the concert.","그 피아니스트는 콘서트 전에 악보를 연구했다.","","","musical score","악보",3,
transcript,글로 옮긴 기록,n,"Please send an official transcript from your school.","학교에서 공식 성적 증명서를 보내주세요.","A transcript of the interview was published in the newspaper.","그 인터뷰의 글로 옮긴 기록이 신문에 실렸다.","academic transcript","학업 성적 증명서",2,record
scrutiny,정밀한 조사,n,"The proposal came under close scrutiny.","그 제안은 면밀한 검토를 받았다.","","","come under scrutiny","면밀한 조사를 받다",4,
seclusion,격리/은퇴,n,"The writer lived in seclusion for many years.","그 작가는 오랫동안 은둔 생활을 했다.","","","live in seclusion","은둔하여 살다",4,
sedative,진정시키는,adj,"The doctor prescribed a mild sedative to help her sleep.","의사는 그녀의 수면을 돕기 위해 가벼운 진정제를 처방했다.","","","sedative effect","진정 효과",3,
seduce,유혹하다,v,"The ad was designed to seduce customers with low prices.","그 광고는 저렴한 가격으로 고객을 유혹하도록 만들어졌다.","","","seduce a customer","고객을 유혹하다",4,
segregate,구분하다,v,"The two groups were segregated during the study.","그 연구 동안 두 집단은 분리되었다.","","","segregate waste","쓰레기를 분리하다",3,
skepticism,의심/회의론,n,"His claims were met with widespread skepticism.","그의 주장은 광범위한 회의론에 부딪혔다.","","","healthy skepticism","건전한 회의론",3,
skyrocket,치솟다,v,"Housing prices skyrocketed in just a few years.","주택 가격이 불과 몇 년 만에 급등했다.","","","prices skyrocket","가격이 치솟다",3,
sordid,더러운/몹시 지저분한,adj,"The scandal revealed the sordid details of the affair.","그 스캔들은 그 사건의 추악한 세부 사항을 드러냈다.","","","sordid details","추잡한 세부사항",5,
spontaneity,자발성,n,"The trip lost some of its spontaneity once it was planned.","그 여행은 계획되고 나자 즉흥성을 다소 잃었다.","","","lose spontaneity","자발성을 잃다",4,
sporadic,때때로 일어나는/돌발성의,adj,"There was sporadic gunfire heard throughout the night.","밤새 산발적인 총성이 들렸다.","","","sporadic outbreaks","산발적인 발생",4,
spasmodic,돌발적인,adj,"The patient suffered from spasmodic muscle movements.","그 환자는 발작적인 근육 경련을 겪었다.","","","spasmodic movement","돌발적인 움직임",5,
squander,허비하다,v,"He squandered his entire fortune within a few years.","그는 몇 년 만에 자신의 전 재산을 탕진했다.","","","squander an opportunity","기회를 낭비하다",4,
frivol,허송 세월을 하다,v,"She tends to frivol away her weekends doing nothing.","그녀는 주말을 아무것도 하지 않고 허비하는 경향이 있다.","","","","",5,
stall,(갑자기) 시동이 꺼지다,v,"The old car stalled at every red light.","그 낡은 차는 빨간불마다 시동이 꺼졌다.","","","stall negotiations","협상을 지연시키다",3,
steer,조종하다,v,"He steered the boat carefully around the rocks.","그는 바위를 조심스럽게 피해 배를 조종했다.","She steered the conversation away from the awkward topic.","그녀는 대화를 그 어색한 주제로부터 다른 쪽으로 조종했다.","steer clear of","~을 피하다(멀리하다)",2,guide
stifle,(감정 등을) 억누르다/참다,v,"She stifled a laugh during the serious meeting.","그녀는 진지한 회의 중에 웃음을 참았다.","","","stifle creativity","창의성을 억누르다",4,
squelch,진압하다,v,"The government moved quickly to squelch the rumor.","정부는 그 소문을 신속히 진압하기 위해 움직였다.","","","squelch a rebellion","반란을 진압하다",5,
stipulate,규정하다/명기하다,v,"The contract stipulates a two-week notice period.","그 계약서는 2주간의 사전 통지 기간을 규정한다.","","","stipulate conditions","조건을 명기하다",4,
postulate,상정하다,v,"Scientists postulate that the theory explains the data.","과학자들은 그 이론이 데이터를 설명한다고 상정한다.","","","postulate a theory","이론을 상정하다",5,
designate,표기하다/지정하다,v,"The area was designated as a wildlife reserve.","그 지역은 야생동물 보호구역으로 지정되었다.","","","designate as","~로 지정하다",3,
strenuous,힘이 많이 드는/격렬한,adj,"The strenuous hike left them exhausted.","그 힘든 등산은 그들을 지치게 만들었다.","","","strenuous exercise","격렬한 운동",3,
stroll,산책,n,"They took a leisurely stroll along the beach.","그들은 해변을 따라 한가로이 산책했다.","After dinner, they went for a quiet stroll around the block.","저녁 식사 후 그들은 동네 한 바퀴를 조용히 산책했다.","take a stroll","산책하다",2,walk
stunning,놀라운,adj,"The view from the top was absolutely stunning.","정상에서의 경치는 정말 놀라웠다.","Her wedding dress was absolutely stunning.","그녀의 웨딩드레스는 정말 놀라울 정도로 아름다웠다.","stunning view","놀라운 경치",2,gorgeous
underpin,뒷받침하다,v,"Solid research underpins the entire argument.","탄탄한 연구가 그 주장 전체를 뒷받침한다.","","","underpin the economy","경제를 뒷받침하다",4,
subvert,(체제를) 전복시키다,v,"The group was accused of trying to subvert the government.","그 단체는 정부를 전복시키려 했다는 혐의를 받았다.","","","subvert democracy","민주주의를 전복시키다",4,
topple,넘어 뜨리다,v,"The scandal helped topple the ruling party.","그 스캔들은 여당을 무너뜨리는 데 일조했다.","","","topple a regime","정권을 무너뜨리다",4,
suffrage,투표권,n,"Women fought for decades to win the right of suffrage.","여성들은 투표권을 얻기 위해 수십 년간 싸웠다.","","","women's suffrage","여성 참정권",4,
surmise,추측하다,v,"She surmised from his tone that something was wrong.","그녀는 그의 어조에서 뭔가 잘못되었다는 것을 추측했다.","","","surmise the truth","진실을 추측하다",4,
surrogate,대리의/대행하는,adj,"The couple used a surrogate mother to have a child.","그 부부는 아이를 갖기 위해 대리모를 이용했다.","","","surrogate mother","대리모",4,
sustenance,자양물/생명 유지에 필요한 것,n,"The small garden provided sustenance for the whole family.","그 작은 텃밭은 온 가족의 생계를 뒷받침해 주었다.","","","provide sustenance","자양분을 제공하다",4,
swipe,강타하다/(카드를) 긁다,v,"She swiped her card to enter the building.","그녀는 건물에 들어가기 위해 카드를 긁었다.","He swiped his badge at the door to clock in for his shift.","그는 근무를 시작하기 위해 문 앞에서 사원증을 긁었다.","swipe right","(데이팅 앱에서) 오른쪽으로 스와이프하다",2,
synthesize,통합하다/종합하다,v,"The report synthesizes data from dozens of studies.","그 보고서는 수십 개 연구의 데이터를 종합한다.","","","synthesize information","정보를 통합하다",3,
tactic,전법/방책,n,"The team changed its tactic in the second half.","그 팀은 후반전에 전술을 바꾸었다.","Delaying the response was a deliberate tactic to gain time.","응답을 지연시키는 것은 시간을 벌기 위한 의도적인 전술이었다.","scare tactics","겁주기 전술(공포 조장 전략)",2,strategy
tenable,공격에 견딜 수 있는,adj,"His argument was no longer tenable after new evidence appeared.","새로운 증거가 나오자 그의 주장은 더 이상 지지될 수 없었다.","","","no longer tenable","더 이상 지지될 수 없는",5,
tenacity,고집/완강함,n,"She solved the problem through sheer tenacity.","그녀는 순전히 끈질긴 근성으로 그 문제를 해결했다.","","","show tenacity","집요함을 보이다",4,
tenet,신조/주의,n,"Equality is a core tenet of the organization.","평등은 그 단체의 핵심 신조다.","","","core tenet","핵심 신조",4,
texture,질감,n,"The fabric had a smooth, soft texture.","그 천은 부드럽고 매끄러운 질감을 가지고 있었다.","The bread had a dense, chewy texture.","그 빵은 조밀하고 쫄깃한 질감을 가지고 있었다.","smooth texture","부드러운 질감",2,
thrash,몸부림치다,v,"The fish thrashed wildly on the deck.","그 물고기는 갑판 위에서 격렬하게 몸부림쳤다.","","","thrash about","마구 몸부림치다",3,
throng,떼를 지어 모이다,v,"Fans thronged the stadium hours before the game.","팬들은 경기 몇 시간 전부터 경기장에 떼지어 몰려들었다.","","","throng the streets","거리에 떼지어 모이다",4,
torrential,억수 같은,adj,"Torrential rain caused flooding across the city.","억수 같은 비가 도시 전역에 홍수를 일으켰다.","","","torrential rain","폭우",3,
transitory,오래가지 않는/일시적인,adj,"Fame in this industry can be transitory.","이 업계에서 명성은 일시적일 수 있다.","","","transitory phase","일시적인 단계",4,
transpose,(순서를) 바꾸다/교환하다,v,"She accidentally transposed two numbers in the total.","그녀는 합계에서 실수로 두 숫자의 순서를 바꿔 적었다.","","","transpose letters","글자 순서를 바꾸다",4,
treatise,논문,n,"He wrote a lengthy treatise on economic theory.","그는 경제 이론에 관한 장문의 논문을 썼다.","","","scholarly treatise","학술 논문",4,
trespass,무단 침입하다,v,"Signs warned visitors not to trespass on the property.","표지판은 방문객들에게 그 부지에 무단 침입하지 말라고 경고했다.","","","trespass on private property","사유지에 무단 침입하다",3,
tyranny,독재,n,"The people rose up against years of tyranny.","사람들은 수년간의 독재에 맞서 봉기했다.","","","tyranny of the majority","다수의 횡포(전제)",4,
undermine,약화시키다,v,"Constant criticism undermined her confidence.","끊임없는 비판이 그녀의 자신감을 약화시켰다.","","","undermine confidence","신뢰를 약화시키다",3,
undo,원상으로 되돌리다/취소하다,v,"There's no way to undo the damage now.","이제 그 피해를 되돌릴 방법은 없다.","She quickly pressed the button to undo her last edit.","그녀는 자신의 마지막 수정을 취소하려고 재빨리 버튼을 눌렀다.","undo button","실행 취소 버튼",2,reverse
unruly,고분고분하지 않은,adj,"The teacher struggled to control the unruly class.","교사는 통제하기 힘든 반을 다스리느라 애를 먹었다.","","","unruly mob","난폭한 군중",3,
unshapely,볼품 없는,adj,"The old sweater had become unshapely after many washes.","그 낡은 스웨터는 여러 번 세탁한 후 볼품없이 변해 있었다.","","","","",5,
unsolicited,부탁받지 않은,adj,"She received unsolicited advice from everyone at the party.","그녀는 파티에서 모두에게서 부탁하지 않은 조언을 받았다.","","","unsolicited advice","요청하지 않은 조언",4,
unsophisticated,단순한/순진한,adj,"His unsophisticated approach still managed to work.","그의 단순한 접근법은 그럼에도 효과가 있었다.","","","unsophisticated audience","단순한(순진한) 관객",3,
unyielding,단호한/고집이 센,adj,"He remained unyielding despite the pressure to compromise.","그는 타협하라는 압박에도 불구하고 단호한 태도를 유지했다.","","","unyielding determination","단호한(고집이 센) 결의",4,
uplift,고양하다,v,"The music was meant to uplift the tired crowd.","그 음악은 지친 관중의 기분을 북돋우기 위한 것이었다.","","","uplift a community","지역사회를 고양시키다",3,
uproot,근절하다/뿌리째 뽑다,v,"The storm uprooted several trees in the park.","그 폭풍은 공원의 나무 여러 그루를 뿌리째 뽑아버렸다.","","","uproot one's life","삶의 터전을 뽑아 옮기다",3,
vacuous,텅빈/멍청한,adj,"He gave a vacuous smile without really listening.","그는 제대로 듣지도 않은 채 멍한 미소를 지었다.","","","vacuous expression","멍한 표정",5,
valiant,용감한/씩씩한,adj,"The firefighters made a valiant effort to save the house.","소방관들은 그 집을 구하기 위해 용감한 노력을 기울였다.","","","valiant effort","용감한 노력",3,
vandalism,고의적 파괴/야만 행위,n,"The park suffered repeated vandalism last year.","그 공원은 작년에 반복적인 기물 파손을 겪었다.","","","act of vandalism","기물 파손 행위",3,
vanquish,정복하다,v,"The hero vanquished the dragon in the final battle.","그 영웅은 마지막 전투에서 용을 정복했다.","","","vanquish an enemy","적을 정복하다",4,
vault,금고,n,"The bank kept the gold in a locked vault.","그 은행은 금을 잠긴 금고에 보관했다.","","","bank vault","은행 금고",3,
veer,방향을 홱 틀다,v,"The car veered off the road to avoid the deer.","그 차는 사슴을 피하려고 도로 밖으로 방향을 홱 틀었다.","","","veer off course","진로를 벗어나다",3,
vengeful,복수심이 있는,adj,"He grew vengeful after losing everything in the deal.","그는 그 거래로 모든 것을 잃은 후 복수심에 사로잡혔다.","","","vengeful spirit","복수심에 찬 마음",4,
vent,발산하다/드러내다,v,"She called a friend to vent about her bad day.","그녀는 힘들었던 하루를 털어놓으려고 친구에게 전화했다.","","","vent frustration","좌절감을 발산하다",3,
release,발산하다,v,"Exercise helps release built-up stress.","운동은 쌓인 스트레스를 발산하는 데 도움이 된다.","Screaming into a pillow can release pent-up anger.","베개에 대고 소리치는 것은 쌓인 분노를 발산할 수 있다.","release stress","스트레스를 발산하다",1,emit
veracious,거짓말을 하지 않는/정직한,adj,"The witness was known to be a veracious source.","그 목격자는 정직한 정보원으로 알려져 있었다.","","","veracious account","정직한(사실적인) 이야기",5,
vivid,강렬한,adj,"She has vivid memories of her first trip abroad.","그녀는 첫 해외여행에 대한 생생한 기억을 가지고 있다.","He painted a vivid picture of life in the old village.","그는 그 옛 마을의 삶에 대해 강렬한 그림을 그려 보였다.","vivid imagination","생생한 상상력",2,bright
wade,헤치고 나가다,v,"The children waded through the shallow stream.","아이들은 얕은 개울을 헤치고 걸어갔다.","","","wade through paperwork","서류더미를 헤쳐나가다",3,
trudge,터덜터덜 걷다,v,"They trudged home through the heavy snow.","그들은 폭설을 뚫고 터덜터덜 집으로 걸어갔다.","","","trudge through snow","눈 속을 터덜터덜 걷다",4,
walkout,동맹 파업,n,"Workers staged a walkout to demand better pay.","노동자들은 더 나은 임금을 요구하며 동맹 파업을 벌였다.","","","stage a walkout","파업(퇴장)을 벌이다",3,
ward,병동,n,"Her grandmother was moved to the hospital's recovery ward.","그녀의 할머니는 병원의 회복 병동으로 옮겨졌다.","","","hospital ward","병원 병동",3,
canton,(스위스 연방의) 주,n,"Switzerland is divided into twenty-six cantons.","스위스는 26개의 주로 나뉘어 있다.","","","","",5,
wheedle,감언으로 설득하다,v,"She wheedled her way into getting the last ticket.","그녀는 감언으로 구슬려 마지막 표를 손에 넣었다.","","","wheedle money out of","~에게서 감언으로 돈을 얻어내다",5,
windfall,뜻밖의 횡재,n,"The lottery win was an unexpected windfall.","복권 당첨은 뜻밖의 횡재였다.","","","windfall profit","뜻밖의 이익",4,
lubricate,윤활유를 바르다,v,"The mechanic lubricated the gears before reassembling the engine.","정비공은 엔진을 다시 조립하기 전에 기어에 윤활유를 발랐다.","","","lubricate the engine","엔진에 윤활유를 바르다",4,
variable,가변적인,adj,"Interest rates on this loan are variable, not fixed.","이 대출의 금리는 고정이 아니라 가변적이다.","","","variable weather","가변적인 날씨",3,
variable,변수,n,"Temperature is an important variable in this experiment.","온도는 이 실험에서 중요한 변수이다.","Weather is a variable that can ruin any outdoor event.","날씨는 야외 행사를 망칠 수 있는 변수이다.","independent variable","독립 변수",2,factor
anomalous,이례적인,adj,"The scientists noticed an anomalous reading on the sensor.","과학자들은 센서에서 이례적인 수치를 발견했다.","","","anomalous result","이례적인 결과",5,
temperament,기질,n,"Her calm temperament makes her a great mediator.","그녀의 차분한 기질은 그녀를 훌륭한 중재자로 만든다.","The two brothers have completely different temperaments.","그 두 형제는 완전히 다른 기질을 가지고 있다.","mild temperament","온화한 기질",2,personality
breed,새끼를 낳다,v,"Rabbits breed quickly if left unchecked.","토끼는 그냥 두면 빠르게 새끼를 낳는다.","These birds breed only once a year, in the spring.","이 새들은 봄에 일 년에 한 번만 새끼를 낳는다.","breed rapidly","빠르게 번식하다",2,reproduce
component,요소,n,"Trust is a key component of any partnership.","신뢰는 모든 동반자 관계의 핵심 요소이다.","Practice is a key component of learning any language.","연습은 어떤 언어를 배우든 핵심 요소이다.","key component","핵심 요소",2,element
pioneer,선구자,n,"She is regarded as a pioneer in renewable energy.","그녀는 재생 에너지 분야의 선구자로 여겨진다.","He was a pioneer in the field of modern computing.","그는 현대 컴퓨터 공학 분야의 선구자였다.","pioneer of modern medicine","현대 의학의 선구자",2,innovator
pioneer,개척하다,v,"The lab pioneered a new method for storing data.","그 연구소는 데이터 저장의 새로운 방법을 개척했다.","","","pioneer a new technique","새로운 기법을 개척하다",3,
